,ID,Last,First,Player debut,Mgr debut,Coach debut,Ump debut,start_date,full_name
810,bargg001,Bargar,Greg,07/17/1983,,,,1983-07-17,Greg Bargar
812,barkb001,Bark,Brian,07/06/1995,,,,1995-07-06,Brian Bark
814,barkg001,Barker,Glen,04/07/1999,,,,1999-04-07,Glen Barker
815,barkk001,Barker,Kevin,08/19/1999,,,,1999-08-19,Kevin Barker
818,barkr001,Barker,Richie,04/25/1999,,,,1999-04-25,Richie Barker
819,barks001,Barker,Sean,06/06/2007,,,,2007-06-06,Sean Barker
820,barka001,Barkett,Andy,05/28/2001,,,,2001-05-28,Andy Barkett
821,barkb002,Barkley,Brian,05/28/1998,,,,1998-05-28,Brian Barkley
822,barkj001,Barkley,Jeff,09/16/1984,,,,1984-09-16,Jeff Barkley
830,barmc001,Barmes,Clint,09/05/2003,,,,2003-09-05,Clint Barmes
833,barna001,Barnes,Austin,05/24/2015,,,,2015-05-24,Austin Barnes
836,barnb002,Barnes,Brandon,08/07/2012,,,,2012-08-07,Brandon Barnes
837,barnb001,Barnes,Brian,09/14/1990,,,,1990-09-14,Brian Barnes
838,barnd002,Barnes,Danny,08/02/2016,,,,2016-08-02,Danny Barnes
843,barnj002,Barnes,Jacob,06/03/2016,,,,2016-06-03,Jacob Barnes
845,barnj001,Barnes,John,09/16/2000,,,,2000-09-16,John Barnes
847,barnl001,Barnes,Larry,04/11/2001,,,,2001-04-11,Larry Barnes
849,barnm001,Barnes,Matt,09/09/2014,,,,2014-09-09,Matt Barnes
851,barnr101,Barnes,Rich,07/18/1982,,,,1982-07-18,Rich Barnes
855,barns002,Barnes,Scott,05/30/2012,,,,2012-05-30,Scott Barnes
856,barns001,Barnes,Skeeter,09/06/1983,,,,1983-09-06,Skeeter Barnes
861,barnt002,Barnette,Tony,04/05/2016,,,,2016-04-05,Tony Barnette
862,barnd001,Barney,Darwin,08/12/2010,,,,2010-08-12,Darwin Barney
868,barnt001,Barnhart,Tucker,04/03/2014,,,,2014-04-03,Tucker Barnhart
874,barnc001,Barnwell,Chris,06/20/2006,,,,2006-06-20,Chris Barnwell
875,baros001,Barojas,Salome,04/11/1982,,,,1982-04-11,Salome Barojas
876,baros002,Baron,Steve,09/09/2015,,,,2015-09-09,Steve Baron
877,barod001,Barone,Daniel,08/10/2007,,,,2007-08-10,Daniel Barone
885,barrk002,Barraclough,Kyle,08/07/2015,,,,2015-08-07,Kyle Barraclough
888,barrf001,Barreto,Franklin,06/24/2017,,,,2017-06-24,Franklin Barreto
889,barra001,Barrett,Aaron,03/31/2014,,,,2014-03-31,Aaron Barrett
895,barrj002,Barrett,Jake,04/04/2016,,,,2016-04-04,Jake Barrett
901,barrm001,Barrett,Marty,09/06/1982,,,,1982-09-06,Marty Barrett
902,barrm003,Barrett,Michael,09/19/1998,,,,1998-09-19,Michael Barrett
905,barrt001,Barrett,Tim,07/18/1988,,,,1988-07-18,Tim Barrett
906,barrt002,Barrett,Tom,07/02/1988,,,,1988-07-02,Tom Barrett
908,barrj102,Barrios,Jose,04/23/1982,,,,1982-04-23,Jose Barrios
909,barrm002,Barrios,Manuel,09/16/1997,,,,1997-09-16,Manuel Barrios
910,barry001,Barrios,Yhonathan,09/24/2015,,,,2015-09-24,Yhonathan Barrios
915,barrt003,Barron,Tony,06/02/1996,,,,1996-06-02,Tony Barron
923,barrj001,Barry,Jeff,06/09/1995,,,,1995-06-09,Jeff Barry
924,barrk001,Barry,Kevin,06/26/2006,,,,2006-06-26,Kevin Barry
930,bartk001,Bartee,Kimera,04/03/1996,,04/02/2017,,1996-04-03,Kimera Bartee
933,bartj002,Barthmaier,Jimmy,06/27/2008,,,,2008-06-27,Jimmy Barthmaier
937,bartj001,Bartlett,Jason,08/03/2004,,,,2004-08-03,Jason Bartlett
942,bartb001,Barton,Brian,04/01/2008,,,,2008-04-01,Brian Barton
943,bartd001,Barton,Daric,09/10/2007,,,,2007-09-10,Daric Barton
945,barts001,Barton,Shawn,08/06/1992,,,,1992-08-06,Shawn Barton
948,bartc001,Bartosh,Cliff,05/15/2004,,,,2004-05-15,Cliff Bartosh
950,barzp001,Barzilla,Philip,06/11/2006,,,,2006-06-11,Philip Barzilla
951,basac001,Basak,Chris,06/09/2007,,,,2007-06-09,Chris Basak
959,bassa001,Bass,Anthony,06/13/2011,,,,2011-06-13,Anthony Bass
960,bassb001,Bass,Brian,04/01/2008,,,,2008-04-01,Brian Bass
964,bassk001,Bass,Kevin,04/09/1982,,,,1982-04-09,Kevin Bass
968,bassc001,Bassitt,Chris,08/30/2014,,,,2014-08-30,Chris Bassitt
970,basta001,Bastardo,Antonio,06/02/2009,,,,2009-06-02,Antonio Bastardo
975,batcr001,Batchelor,Rich,09/03/1993,,,,1993-09-03,Rich Batchelor
977,batea001,Bates,Aaron,07/06/2009,,,,2009-07-06,Aaron Bates
978,bateb001,Bates,Billy,08/17/1989,,,,1989-08-17,Billy Bates
984,batej001,Bates,Jason,04/26/1995,,,,1995-04-26,Jason Bates
988,bathb001,Bathe,Bill,04/12/1986,,,,1986-04-12,Bill Bathe
989,batim001,Batista,Miguel,04/11/1992,,,,1992-04-11,Miguel Batista
991,batit001,Batista,Tony,06/03/1996,,,,1996-06-03,Tony Batista
992,batik001,Batiste,Kevin,06/13/1989,,,,1989-06-13,Kevin Batiste
993,batik002,Batiste,Kim,09/08/1991,,,,1991-09-08,Kim Batiste
999,batta001,Battle,Allen,04/26/1995,,,,1995-04-26,Allen Battle
1000,batth001,Battle,Howard,09/05/1995,,,,1995-09-05,Howard Battle
1007,bauer001,Bauer,Rick,09/02/2001,,,,2001-09-02,Rick Bauer
1008,bauet001,Bauer,Trevor,06/28/2012,,,,2012-06-28,Trevor Bauer
1010,baugj001,Baughman,Justin,05/17/1998,,,,1998-05-17,Justin Baughman
1011,baumb001,Baumann,Buddy,07/16/2016,,,,2016-07-16,Buddy Baumann
1023,bautd001,Bautista,Danny,09/15/1993,,,,1993-09-15,Danny Bautista
1024,bautd002,Bautista,Denny,05/25/2004,,,,2004-05-25,Denny Bautista
1025,bautj002,Bautista,Jose,04/04/2004,,,,2004-04-04,Jose Bautista
1026,bautj001,Bautista,Jose,04/09/1988,,,,1988-04-09,Jose Bautista
1027,bautr001,Bautista,Rafael,04/30/2017,,,,2017-04-30,Rafael Bautista
1030,baxtm001,Baxter,Mike,09/06/2010,,,,2010-09-06,Mike Baxter
1033,bay-j001,Bay,Jason,05/23/2003,,,,2003-05-23,Jason Bay
1036,baylj001,Bayliss,Jonah,06/21/2005,,,,2005-06-21,Jonah Bayliss
1039,bazay001,Bazardo,Yorman,05/26/2005,,,,2005-05-26,Yorman Bazardo
1041,beacb001,Beachy,Brandon,09/20/2010,,,,2010-09-20,Brandon Beachy
1050,beamt002,Beam,T.J.,06/17/2006,,,,2006-06-17,T.J. Beam
1053,beamt001,Beamon,Trey,08/04/1996,,,,1996-08-04,Trey Beamon
1055,beanb002,Bean,Bill,04/25/1987,,,,1987-04-25,Bill Bean
1056,beanc001,Bean,Colter,04/26/2005,,,,2005-04-26,Colter Bean
1059,beanb001,Beane,Billy,09/13/1984,,,,1984-09-13,Billy Beane
1060,beard001,Beard,Dave,07/16/1980,,,,1980-07-16,Dave Beard
1069,beark001,Bearse,Kevin,04/15/1990,,,,1990-04-15,Kevin Bearse
1070,beasc001,Beasley,Chris,07/20/1991,,,,1991-07-20,Chris Beasley
1074,beatp001,Beato,Pedro,04/01/2011,,,,2011-04-01,Pedro Beato
1076,beatb001,Beatty,Blaine,09/16/1989,,,,1989-09-16,Blaine Beatty
1080,beavb001,Beavan,Blake,07/03/2011,,,,2011-07-03,Blake Beavan
1085,bechs001,Bechler,Steve,09/06/2002,,,,2002-09-06,Steve Bechler
1089,beckc001,Beck,Chad,09/13/2011,,,,2011-09-13,Chad Beck
1090,beckc002,Beck,Chris,05/28/2015,,,,2015-05-28,Chris Beck
1097,beckr001,Beck,Rod,05/06/1991,,,,1991-05-06,Rod Beck
1106,beckr002,Becker,Rich,09/10/1993,,,,1993-09-10,Rich Becker
1108,beckj002,Beckett,Josh,09/04/2001,,,,2001-09-04,Josh Beckett
1109,beckr003,Beckett,Robbie,09/12/1996,,,,1996-09-12,Robbie Beckett
1110,beckg001,Beckham,Gordon,06/04/2009,,,,2009-06-04,Gordon Beckham
1111,beckt001,Beckham,Tim,09/19/2013,,,,2013-09-19,Tim Beckham
1117,bedae001,Bedard,Erik,04/17/2002,,,,2002-04-17,Erik Bedard
1123,bedrc001,Bedrosian,Cam,06/03/2014,,,,2014-06-03,Cam Bedrosian
1124,bedrs001,Bedrosian,Steve,08/14/1981,,,,1981-08-14,Steve Bedrosian
1127,beecm001,Beech,Matt,08/08/1996,,,,1996-08-08,Matt Beech
1130,beeld001,Beeler,Dallas,06/28/2014,,,,2014-06-28,Dallas Beeler
1132,beena001,Beene,Andy,09/22/1983,,,,1983-09-22,Andy Beene
1139,beher001,Behenna,Rick,04/12/1983,,,,1983-04-12,Rick Behenna
1143,beimj001,Beimel,Joe,04/08/2001,,,,2001-04-08,Joe Beimel
1144,beirk001,Beirne,Kevin,05/17/2000,,,,2000-05-17,Kevin Beirne
1148,belck001,Belcher,Kevin,09/03/1990,,,,1990-09-03,Kevin Belcher
1149,belct001,Belcher,Tim,09/06/1987,,04/05/2010,,1987-09-06,Tim Belcher
1151,belfm001,Belfiore,Mike,09/27/2013,,,,2013-09-27,Mike Belfiore
1152,belis001,Belinda,Stan,09/08/1989,,,,1989-09-08,Stan Belinda
1154,belir001,Belisario,Ronald,04/07/2009,,,,2009-04-07,Ronald Belisario
1155,belim001,Belisle,Matt,09/07/2003,,,,2003-09-07,Matt Belisle
1156,belit001,Belitz,Todd,09/04/2000,,,,2000-09-04,Todd Belitz
1157,belij001,Beliveau,Jeff,07/22/2012,,,,2012-07-22,Jeff Beliveau
1158,belkt001,Belk,Tim,06/25/1996,,,,1996-06-25,Tim Belk
1162,bellc003,Bell,Chad,05/10/2017,,,,2017-05-10,Chad Bell
1164,belld002,Bell,David,05/03/1995,,04/01/2013,,1995-05-03,David Bell
1165,belld001,Bell,Derek,06/28/1991,,,,1991-06-28,Derek Bell
1166,belle001,Bell,Eric,09/24/1985,,,,1985-09-24,Eric Bell
1170,bellg001,Bell,George,04/09/1981,,,,1981-04-09,George Bell
1173,bellh001,Bell,Heath,08/24/2004,,,,2004-08-24,Heath Bell
1176,bellj001,Bell,Jay,09/29/1986,,04/04/2005,,1986-09-29,Jay Bell
1178,bellj004,Bell,Josh,07/01/2010,,,,2010-07-01,Josh Bell
1179,bellj005,Bell,Josh,07/08/2016,,,,2016-07-08,Josh Bell
1180,bellj003,Bell,Juan,09/06/1989,,,,1989-09-06,Juan Bell
1183,bellm001,Bell,Mike,05/02/1990,,,,1990-05-02,Mike Bell
1184,bellm003,Bell,Mike,07/20/2000,,,,2000-07-20,Mike Bell
1186,bellr003,Bell,Rob,04/08/2000,,,,2000-04-08,Rob Bell
1187,bellt001,Bell,Terry,09/03/1986,,,,1986-09-03,Terry Bell
1188,bellt002,Bell,Trevor,08/12/2009,,,,2009-08-12,Trevor Bell
1192,bella001,Bellatti,Andrew,05/09/2015,,,,2015-05-09,Andrew Bellatti
1193,bellj002,Belle,Albert,07/15/1989,,,,1989-07-15,Albert Belle
1194,bellm002,Bellhorn,Mark,06/10/1997,,,,1997-06-10,Mark Bellhorn
1195,bellr001,Belliard,Rafael,09/06/1982,,04/03/2006,,1982-09-06,Rafael Belliard
1196,bellr002,Belliard,Ronnie,09/12/1998,,,,1998-09-12,Ronnie Belliard
1197,bellc001,Bellinger,Clay,04/09/1999,,,,1999-04-09,Clay Bellinger
1198,bellc002,Bellinger,Cody,04/25/2017,,,,2017-04-25,Cody Bellinger
1202,belle002,Bellorin,Edwin,08/07/2007,,,,2007-08-07,Edwin Bellorin
1203,belnv001,Belnome,Vince,07/03/2014,,,,2014-07-03,Vince Belnome
1204,belod001,Below,Duane,07/20/2011,,,,2011-07-20,Duane Below
1205,beltb001,Belt,Brandon,03/31/2011,,,,2011-03-31,Brandon Belt
1206,beltc001,Beltran,Carlos,09/14/1998,,,,1998-09-14,Carlos Beltran
1207,beltf001,Beltran,Francis,06/28/2002,,,,2002-06-28,Francis Beltran
1208,beltr001,Beltran,Rigo,06/02/1997,,,,1997-06-02,Rigo Beltran
1209,belta001,Beltre,Adrian,06/24/1998,,,,1998-06-24,Adrian Beltre
1210,belte002,Beltre,Engel,06/26/2013,,,,2013-06-26,Engel Beltre
1211,belte001,Beltre,Esteban,09/03/1991,,,,1991-09-03,Esteban Beltre
1212,belto001,Beltre,Omar,06/30/2010,,,,2010-06-30,Omar Beltre
1214,benam001,Benard,Marvin,09/05/1995,,,,1995-09-05,Marvin Benard
1215,benaf001,Benavides,Freddie,05/14/1991,,08/05/2003,,1991-05-14,Freddie Benavides
1221,benea002,Benes,Alan,09/19/1995,,,,1995-09-19,Alan Benes
1222,benea001,Benes,Andy,08/11/1989,,,,1989-08-11,Andy Benes
1226,benia002,Benintendi,Andrew,08/02/2016,,,,2016-08-02,Andrew Benintendi
1228,benia001,Benitez,Armando,07/28/1994,,,,1994-07-28,Armando Benitez
1229,beniy001,Benitez,Yamil,09/15/1995,,,,1995-09-15,Yamil Benitez
1230,benjm001,Benjamin,Mike,07/07/1989,,,,1989-07-07,Mike Benjamin
1238,benne001,Bennett,Erik,05/15/1995,,,,1995-05-15,Erik Bennett
1241,benng001,Bennett,Gary,09/24/1995,,,,1995-09-24,Gary Bennett
1244,bennj002,Bennett,Jeff,04/06/2004,,,,2004-04-06,Jeff Bennett
1246,bennj001,Bennett,Joel,07/15/1998,,,,1998-07-15,Joel Bennett
1248,benns001,Bennett,Shayne,08/22/1997,,,,1997-08-22,Shayne Bennett
1249,benoj001,Benoit,Joaquin,08/08/2001,,,,2001-08-08,Joaquin Benoit
1251,bensj001,Benson,Joe,09/06/2011,,,,2011-09-06,Joe Benson
1252,bensk001,Benson,Kris,04/09/1999,,,,1999-04-09,Kris Benson
1262,bentc001,Bentz,Chad,04/07/2004,,,,2004-04-07,Chad Bentz
1264,benzt001,Benzinger,Todd,06/21/1987,,,,1987-06-21,Todd Benzinger
1268,berbj001,Berblinger,Jeff,09/07/1997,,,,1997-09-07,Jeff Berblinger
1269,berej002,Bere,Jason,05/27/1993,,04/06/2015,,1993-05-27,Jason Bere
1271,bereb001,Berenyi,Bruce,07/05/1980,,,,1980-07-05,Bruce Berenyi
1272,berej003,Beresford,James,09/10/2016,,,,2016-09-10,James Beresford
1273,bergd002,Berg,Dave,04/02/1998,,,,1998-04-02,Dave Berg
1274,bergj002,Berg,Justin,08/13/2009,,,,2009-08-13,Justin Berg
1280,bergb001,Berger,Brandon,09/09/2001,,,,2001-09-09,Brandon Berger
1288,bergp001,Bergeron,Peter,09/07/1999,,,,1999-09-07,Peter Bergeron
1289,bergb002,Bergesen,Brad,04/21/2009,,,,2009-04-21,Brad Bergesen
1293,bergc001,Bergman,Christian,06/09/2014,,,,2014-06-09,Christian Bergman
1295,bergd003,Bergman,Dusty,06/09/2004,,,,2004-06-09,Dusty Bergman
1296,bergs001,Bergman,Sean,07/07/1993,,,,1993-07-07,Sean Bergman
1297,bergj001,Bergmann,Jason,08/28/2005,,,,2005-08-28,Jason Bergmann
1298,bergw001,Bergolla,William,05/09/2005,,,,2005-05-09,William Bergolla
1301,berkj001,Berken,Jason,05/26/2009,,,,2009-05-26,Jason Berken
1303,berkl001,Berkman,Lance,07/16/1999,,,,1999-07-16,Lance Berkman
1306,bernr001,Bernadina,Roger,06/29/2008,,,,2008-06-29,Roger Bernadina
1312,berna001,Bernero,Adam,08/01/2000,,,,2000-08-01,Adam Bernero
1318,bernd001,Bernier,Doug,06/17/2008,,,,2008-06-17,Doug Bernier
1324,berrj001,Berrios,Jose,04/27/2016,,,,2016-04-27,Jose Berrios
1325,berra001,Berroa,Angel,09/18/2001,,,,2001-09-18,Angel Berroa
1326,berrg001,Berroa,Geronimo,04/05/1989,,,,1989-04-05,Geronimo Berroa
1336,berrq001,Berry,Quintin,05/23/2012,,,,2012-05-23,Quintin Berry
1337,berrs001,Berry,Sean,09/17/1990,,07/12/2006,,1990-09-17,Sean Berry
1339,berrd002,Berryhill,Damon,09/05/1987,,,,1987-09-05,Damon Berryhill
1345,bertm001,Bertotti,Mike,07/29/1995,,,,1995-07-29,Mike Bertotti
1347,berua001,Berumen,Andres,04/27/1995,,,,1995-04-27,Andres Berumen
1352,bestk001,Best,Karl,08/19/1983,,,,1983-08-19,Karl Best
1355,betad001,Betances,Dellin,09/22/2011,,,,2011-09-22,Dellin Betances
1356,betar001,Betancourt,Rafael,07/13/2003,,,,2003-07-13,Rafael Betancourt
1357,betay001,Betancourt,Yuniesky,07/28/2005,,,,2005-07-28,Yuniesky Betancourt
1360,betew001,Betemit,Wilson,09/18/2001,,,,2001-09-18,Wilson Betemit
1361,bethc001,Bethancourt,Christian,09/29/2013,,,,2013-09-29,Christian Bethancourt
1365,bettj001,Bettendorf,Jeff,04/08/1984,,,,1984-04-08,Jeff Bettendorf
1366,bettc001,Bettis,Chad,08/01/2013,,,,2013-08-01,Chad Bettis
1369,bettm001,Betts,Mookie,06/29/2014,,,,2014-06-29,Mookie Betts
1375,bevej001,Beverlin,Jason,07/29/2002,,,,2002-07-29,Jason Beverlin
1376,bevib001,Bevil,Brian,06/17/1996,,,,1996-06-17,Brian Bevil
1384,biagj001,Biagini,Joe,04/08/2016,,,,2016-04-08,Joe Biagini
1387,bianb001,Biancalana,Buddy,09/12/1982,,,,1982-09-12,Buddy Biancalana
1388,bianj001,Bianchi,Jeff,07/13/2012,,,,2012-07-13,Jeff Bianchi
1392,bibea001,Bibens-Dirkx,Austin,05/17/2017,,,,2017-05-17,Austin Bibens-Dirkx
1394,bichd001,Bichette,Dante,09/05/1988,,04/01/2013,,1988-09-05,Dante Bichette
1399,biddr001,Biddle,Rocky,08/10/2000,,,,2000-08-10,Rocky Biddle
1402,bielm001,Bielecki,Mike,09/14/1984,,,,1984-09-14,Mike Bielecki
1405,biern001,Bierbrodt,Nick,06/07/2001,,,,2001-06-07,Nick Bierbrodt
1406,bierr001,Bierd,Randor,04/02/2008,,,,2008-04-02,Randor Bierd
1409,biess001,Bieser,Steve,04/01/1997,,,,1997-04-01,Steve Bieser
1412,bigbl001,Bigbie,Larry,06/23/2001,,,,2001-06-23,Larry Bigbie
1415,biggc001,Biggio,Craig,06/26/1988,,,,1988-06-26,Craig Biggio
1420,bilad001,Bilardello,Dann,04/11/1983,,,,1983-04-11,Dann Bilardello
1426,billb002,Billings,Bruce,05/27/2011,,,,2011-05-27,Bruce Billings
1430,billb001,Billingsley,Brent,05/20/1999,,,,1999-05-20,Brent Billingsley
1431,billc001,Billingsley,Chad,06/15/2006,,,,2006-06-15,Chad Billingsley
1439,birdg001,Bird,Greg,08/13/2015,,,,2015-08-13,Greg Bird
1442,birkm001,Birkbeck,Mike,08/17/1986,,,,1986-08-17,Mike Birkbeck
1443,birkk001,Birkins,Kurt,05/04/2006,,,,2006-05-04,Kurt Birkins
1447,birtt001,Birtsas,Tim,05/03/1985,,,,1985-05-03,Tim Birtsas
1450,bisej001,Bisenius,Joe,04/05/2007,,,,2007-04-05,Joe Bisenius
1459,bishm101,Bishop,Mike,04/16/1983,,,,1983-04-16,Mike Bishop
1463,bitkj001,Bitker,Joe,07/31/1990,,,,1990-07-31,Joe Bitker
1464,bittj001,Bittiger,Jeff,09/02/1986,,,,1986-09-02,Jeff Bittiger
1467,bixlb001,Bixler,Brian,04/06/2008,,,,2008-04-06,Brian Bixler
1468,bjorg101,Bjorkman,George,07/10/1983,,,,1983-07-10,George Bjorkman
1470,blact002,Blach,Ty,09/05/2016,,,,2016-09-05,Ty Blach
1474,blacb001,Black,Buddy,09/05/1981,4/3/2007,04/03/2000,,1981-09-05,Buddy Black
1479,blacv001,Black,Vic,07/25/2013,,,,2013-07-25,Vic Black
1485,blacn001,Blackburn,Nick,09/03/2007,,,,2007-09-03,Nick Blackburn
1486,blacp001,Blackburn,Paul,07/01/2017,,,,2017-07-01,Paul Blackburn
1491,blact001,Blackley,Travis,07/01/2004,,,,2004-07-01,Travis Blackley
1492,blacc001,Blackmon,Charlie,06/07/2011,,,,2011-06-07,Charlie Blackmon
1500,blaia001,Blair,Aaron,04/24/2016,,,,2016-04-24,Aaron Blair
1503,blaic001,Blair,Carson,09/06/2015,,,,2015-09-06,Carson Blair
1509,blaiw001,Blair,Willie,04/11/1990,,04/01/2013,,1990-04-11,Willie Blair
1511,blakc001,Blake,Casey,08/14/1999,,,,1999-08-14,Casey Blake
1518,blalh001,Blalock,Hank,04/01/2002,,,,2002-04-01,Hank Blalock
1521,blana001,Blanco,Andres,04/17/2004,,,,2004-04-17,Andres Blanco
1524,blang001,Blanco,Gregor,03/30/2008,,,,2008-03-30,Gregor Blanco
1525,blanh001,Blanco,Henry,07/25/1997,,,,1997-07-25,Henry Blanco
1527,blant001,Blanco,Tony,04/04/2005,,,,2005-04-04,Tony Blanco
1528,blann001,Bland,Nate,05/05/2003,,,,2003-05-05,Nate Bland
1533,blanm001,Blank,Matt,04/03/2000,,,,2000-04-03,Matt Blank
1536,blank001,Blankenship,Kevin,09/20/1988,,,,1988-09-20,Kevin Blankenship
1537,blanl001,Blankenship,Lance,09/04/1988,,,,1988-09-04,Lance Blankenship
1539,blank002,Blanks,Kyle,06/19/2009,,,,2009-06-19,Kyle Blanks
1542,blanj001,Blanton,Joe,09/21/2004,,,,2004-09-21,Joe Blanton
1544,blasj001,Blash,Jabari,04/04/2016,,,,2016-04-04,Jabari Blash
1551,blauj001,Blauser,Jeff,07/05/1987,,,,1987-07-05,Jeff Blauser
1556,blazm001,Blazek,Michael,06/22/2013,,,,2013-06-22,Michael Blazek
1557,blazr001,Blazier,Ron,05/31/1996,,,,1996-05-31,Ron Blazier
1559,bleir001,Bleier,Richard,05/30/2016,,,,2016-05-30,Richard Bleier
1563,blevj001,Blevins,Jerry,09/16/2007,,,,2007-09-16,Jerry Blevins
1571,bloct001,Blocker,Terry,04/11/1985,,,,1985-04-11,Terry Blocker
1575,blomb001,Blomdahl,Ben,04/28/1995,,,,1995-04-28,Ben Blomdahl
1581,bloow001,Bloomquist,Willie,09/01/2002,,,,2002-09-01,Willie Bloomquist
1582,blosg001,Blosser,Greg,09/05/1993,,,,1993-09-05,Greg Blosser
1584,blowm001,Blowers,Mike,09/01/1989,,,,1989-09-01,Mike Blowers
1592,blumg001,Blum,Geoff,08/09/1999,,,,1999-08-09,Geoff Blum
1593,blumj001,Bluma,Jaime,08/09/1996,,,,1996-08-09,Jaime Bluma
1602,bocah001,Bocachica,Hiram,09/13/2000,,,,2000-09-13,Hiram Bocachica
1606,bochd001,Bochtler,Doug,05/05/1995,,04/04/2016,,1995-05-05,Doug Bochtler
1607,bochb003,Bochy,Brett,09/13/2014,,,,2014-09-13,Brett Bochy
1610,bockr001,Bockus,Randy,09/10/1986,,,,1986-09-10,Randy Bockus
1611,bocob001,Bocock,Brian,03/31/2008,,,,2008-03-31,Brian Bocock
1612,boddm001,Boddicker,Mike,10/04/1980,,,,1980-10-04,Mike Boddicker
1618,boehb001,Boehringer,Brian,04/30/1995,,,,1995-04-30,Brian Boehringer
1620,boesb001,Boesch,Brennan,04/23/2010,,,,2010-04-23,Brennan Boesch
1621,boevj001,Boever,Joe,07/19/1985,,,,1985-07-19,Joe Boever
1622,bogax001,Bogaerts,Xander,08/20/2013,,,,2013-08-20,Xander Bogaerts
1623,bogat001,Bogar,Tim,04/21/1993,9/5/2014,04/07/2009,,1993-04-21,Tim Bogar
1625,boget101,Bogener,Terry,06/14/1982,,,,1982-06-14,Terry Bogener
1627,boggb001,Boggs,Brandon,04/29/2008,,,,2008-04-29,Brandon Boggs
1628,boggm001,Boggs,Mitchell,06/06/2008,,,,2008-06-06,Mitchell Boggs
1631,boggw001,Boggs,Wade,04/10/1982,,04/03/2001,,1982-04-10,Wade Boggs
1633,bogub001,Bogusevic,Brian,09/01/2010,,,,2010-09-01,Brian Bogusevic
1634,bohab001,Bohanon,Brian,04/10/1990,,,,1990-04-10,Brian Bohanon
1638,bohnt001,Bohn,T.J.,08/22/2006,,,,2006-08-22,T.J. Bohn
1640,bohnj101,Bohnet,John,05/10/1982,,,,1982-05-10,John Bohnet
1658,bolif001,Bolick,Frank,04/05/1993,,,,1993-04-05,Frank Bolick
1665,bolsm001,Bolsinger,Mike,04/14/2014,,,,2014-04-14,Mike Bolsinger
1668,boltr001,Bolton,Rod,04/10/1993,,,,1993-04-10,Rod Bolton
1669,boltt001,Bolton,Tom,05/17/1987,,,,1987-05-17,Tom Bolton
1675,bondj001,Bonderman,Jeremy,04/02/2003,,,,2003-04-02,Jeremy Bonderman
1676,bondb001,Bonds,Barry,05/30/1986,,04/05/2016,,1986-05-30,Barry Bonds
1679,boner001,Bones,Ricky,08/11/1991,,04/05/2012,,1991-08-11,Ricky Bones
1682,bongj001,Bong,Jung,04/23/2002,,,,2002-04-23,Jung Bong
1686,bonie001,Bonifacio,Emilio,09/02/2007,,,,2007-09-02,Emilio Bonifacio
1687,bonij002,Bonifacio,Jorge,04/21/2017,,,,2017-04-21,Jorge Bonifacio
1689,bonib001,Bonilla,Bobby,04/09/1986,,,,1986-04-09,Bobby Bonilla
1690,bonij001,Bonilla,Juan,04/09/1981,,,,1981-04-09,Juan Bonilla
1691,bonil001,Bonilla,Lisalverto,09/04/2014,,,,2014-09-04,Lisalverto Bonilla
1694,bonie002,Bonine,Eddie,06/14/2008,,,,2008-06-14,Eddie Bonine
1696,bonnb101,Bonner,Bobby,09/12/1980,,,,1980-09-12,Bobby Bonner
1700,bonsb001,Bonser,Boof,05/21/2006,,,,2006-05-21,Boof Bonser
1704,bookc001,Booker,Chris,09/05/2005,,,,2005-09-05,Chris Booker
1705,bookg001,Booker,Greg,09/11/1983,,04/01/1997,,1983-09-11,Greg Booker
1706,bookr001,Booker,Rod,04/29/1987,,,,1987-04-29,Rod Booker
1709,boona001,Boone,Aaron,06/20/1997,,,,1997-06-20,Aaron Boone
1711,boonb002,Boone,Bret,08/19/1992,,,,1992-08-19,Bret Boone
1713,boond101,Boone,Danny,04/11/1981,,,,1981-04-11,Danny Boone
1718,bootc001,Bootcheck,Chris,09/09/2003,,,,2003-09-09,Chris Bootcheck
1722,bootj001,Booty,Josh,09/24/1996,,,,1996-09-24,Josh Booty
1724,borbj001,Borbon,Julio,06/29/2009,,,,2009-06-29,Julio Borbon
1726,borbp001,Borbon,Pedro,10/02/1992,,,,1992-10-02,Pedro Borbon
1727,borcj001,Borchard,Joe,09/02/2002,,,,2002-09-02,Joe Borchard
1731,bordp001,Borders,Pat,04/06/1988,,,,1988-04-06,Pat Borders
1732,bordr001,Bordi,Rich,07/16/1980,,,,1980-07-16,Rich Bordi
1733,bordm001,Bordick,Mike,04/11/1990,,,,1990-04-11,Mike Bordick
1734,bordb101,Bordley,Bill,06/30/1980,,,,1980-06-30,Bill Bordley
1737,borip101,Boris,Paul,05/21/1982,,,,1982-05-21,Paul Boris
1740,borkd001,Borkowski,Dave,07/17/1999,,,,1999-07-17,Dave Borkowski
1741,borlt001,Borland,Toby,05/27/1994,,,,1994-05-27,Toby Borland
1743,bormj001,Bormann,John,04/30/2017,,,,2017-04-30,John Bormann
1747,boroj001,Borowski,Joe,07/09/1995,,,,1995-07-09,Joe Borowski
1750,boscj001,Boscan,J.C.,10/01/2010,,,,2010-10-01,J.C. Boscan
1751,boscw001,Boscan,Wilfredo,05/19/2016,,,,2016-05-19,Wilfredo Boscan
1754,boshb001,Boshers,Buddy,08/10/2013,,,,2013-08-10,Buddy Boshers
